key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
,,7,0,10,10,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,11,11,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,5,0,12,12,36,1,stim_WN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,6,0,13,13,23,1,stim_WJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,14,14,21,1,stim_WJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,3,0,15,15,12,1,stim_MN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,5,0,16,16,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,17,17,1,1,stim_MJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,18,18,27,1,stim_WJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,19,19,33,1,stim_WN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,20,20,10,1,stim_MN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,6,0,21,21,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,22,22,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,23,23,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,24,24,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,2,0,25,25,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,26,26,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,27,27,26,1,stim_WJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,28,28,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,29,29,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,30,30,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,6,0,31,31,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,32,32,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,33,33,6,1,stim_MJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,4,0,34,34,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,35,35,11,1,stim_MN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,3,0,36,36,31,1,stim_WN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,7,0,37,37,14,1,stim_MN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,38,38,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,8,0,39,39,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,,
,,,,,,,,,,MBMN,20,kvinde,2021-05-06_15h11.04.981,theaoglinaexperiment,2021.1.4,MacIntel,62.5,IwAR3h3HfLXAPHNTcqQL21qMxiWnkEyrJTmWqG03L8zGpXWT3Zbml2WouzqAo,q,11.039
