key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
,,4,0,16,16,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,17,17,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,18,18,10,1,stim_MN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,5,0,19,19,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,20,20,6,1,stim_MJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,5,0,21,21,26,1,stim_WJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,4,0,22,22,23,1,stim_WJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,7,0,23,23,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,5,0,24,24,2,1,stim_MJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,4,0,25,25,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,26,26,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,27,27,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,7,0,28,28,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,4,0,29,29,27,1,stim_WJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,7,0,30,30,15,1,stim_MN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,5,0,31,31,17,1,stim_MN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,32,32,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,33,33,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,6,0,34,34,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,4,0,35,35,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,5,0,36,36,1,1,stim_MJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,4,0,37,37,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,7,0,38,38,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,7,0,39,39,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,,
,,,,,,,,,,ASS,21,Kvinde,2021-05-08_19h38.31.320,theaoglinaexperiment,2021.1.4,MacIntel,142.8571429,IwAR3_dfddDhDGAzs_2-F0RmbtSZjGrm907-I2aR0yfRO0f2zq7CLKZiq0rSU,q,7.973
