key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt
,,6,0,10,10,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,3,0,11,11,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,3,0,12,12,12,1,stim_MN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,13,13,37,1,stim_WN08.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,14,14,15,1,stim_MN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,8,0,15,15,3,1,stim_MJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,16,16,6,1,stim_MJ07.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,17,17,34,1,stim_WN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,5,0,18,18,31,1,stim_WN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,19,19,9,1,stim_MJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,20,20,2,1,stim_MJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,3,0,21,21,0,1,stim_MJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,4,0,22,22,32,1,stim_WN03.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,23,23,25,1,stim_WJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,24,24,18,1,stim_MN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,25,25,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,2,0,26,26,16,1,stim_MN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,4,0,27,27,20,1,stim_WJ01.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,5,0,28,28,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,29,29,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,30,30,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,4,0,31,31,36,1,stim_WN07.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,5,0,32,32,23,1,stim_WJ04.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,5,0,33,33,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,4,0,34,34,24,1,stim_WJ05.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,3,0,35,35,14,1,stim_MN05.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,36,36,21,1,stim_WJ02.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,6,0,37,37,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,5,0,38,38,27,1,stim_WJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,7,0,39,39,10,1,stim_MN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,,
,,,,,,,,,,AM,22,Kvinde,2021-05-07_15h31.40.481,theaoglinaexperiment,2021.1.4,MacIntel,60.0024001,IwAR0gts7J2CvMDycoT3wYw1yvY0xbwrmlCYPsw8Ufg7Afe4aHmCjiUvLfKZo,q,8.613485
